,bot
73424,0
58473,0
360806,1
229570,0
223376,1
340956,1
50907,1
60799,1
59701,0
198431,0
71270,0
176793,0
31609,1
120901,0
260834,0
208172,1
346979,1
163883,0
331094,0
295438,1
375974,1
286939,0
356986,0
46969,1
305793,0
92706,1
211557,1
51001,1
175577,0
92413,1
331819,0
144364,1
319366,1
331455,0
72544,0
312041,0
221294,0
227405,0
170626,1
148206,1
27807,0
228054,1
7490,1
301403,1
281788,0
186442,0
145239,1
360095,1
215072,1
16710,0
181989,0
43736,1
123748,0
360420,1
237835,0
219123,1
265705,0
1118,1
8210,1
109120,1
272813,0
279992,0
148746,1
189801,0
21060,1
16620,1
130915,0
4820,0
197515,1
267681,0
41965,1
371865,0
305298,0
92181,1
215154,1
234212,1
323987,1
320144,0
311015,0
369184,1
239414,0
100978,0
204519,0
299798,1
57622,0
142185,1
199265,1
100058,1
56077,0
384241,0
19992,1
246936,0
349316,0
355223,0
171278,0
261748,1
39789,1
401325,0
45008,1
283409,1
409814,0
159288,1
214797,0
89419,0
125619,1
231809,0
379127,1
126696,1
128216,1
371286,0
388498,1
230607,0
136550,0
76653,0
13367,1
31476,1
397630,0
16619,1
320435,0
115804,1
362583,0
352195,0
99051,0
187593,0
6250,1
52663,1
291883,0
290757,1
142802,1
194145,1
334500,1
321043,1
69852,1
232925,1
393199,1
131860,1
55006,0
185935,1
266961,0
285978,0
2008,1
23657,0
293718,1
1830,1
64091,1
393431,0
264330,0
10129,1
44265,0
144417,0
382395,1
83648,1
66545,1
147541,0
377673,0
75261,0
357142,1
240039,0
25773,1
99260,1
251265,0
286005,0
382107,1
334481,0
32673,1
15678,1
12100,1
361490,1
147602,0
130086,1
254489,1
135912,0
316117,1
281174,1
372947,1
271120,0
204845,1
12783,1
411506,1
330667,0
92571,0
167090,0
207494,0
176767,0
358942,1
277544,1
138772,0
401418,0
316099,1
49014,1
140024,0
273588,1
268579,0
326096,1
340102,1
378285,0
21735,0
366842,0
17637,1
143109,1
86868,0
348893,1
187786,1
265302,0
90720,1
411658,1
4677,1
267347,0
159439,0
221625,1
358704,0
72070,1
63108,0
347373,1
272704,1
155210,0
194067,0
84818,0
222171,1
58605,1
289337,0
34219,0
235244,1
36553,1
341647,0
197134,0
319334,1
211561,1
97351,0
313156,1
78706,0
88671,0
193245,1
170389,1
242238,1
39900,0
208427,1
194595,1
244777,0
357636,0
336114,0
365997,1
110239,1
39641,0
123345,0
86425,0
315260,1
392046,0
113370,0
342030,0
106549,0
145269,1
113637,0
331837,0
270622,0
278164,0
388622,0
193464,0
193516,0
247825,0
18992,1
33677,0
111450,1
66155,0
243820,1
390090,0
291110,1
401903,1
43662,1
335287,1
340639,1
10496,0
163674,1
119119,0
263945,1
198934,0
126186,0
398106,0
6721,0
15765,0
202901,0
138074,1
74437,1
371962,1
371978,1
292535,1
237710,0
162753,1
229040,0
360234,1
333218,1
267955,1
56213,0
130008,1
48568,1
213560,0
161784,1
802,0
215844,0
118794,1
176814,0
5379,1
340431,1
161239,1
410410,0
253052,1
270581,0
155962,0
208168,1
306973,1
270501,0
391051,1
140590,1
63321,1
377095,0
250910,0
111812,1
58846,0
205048,0
367816,0
151821,1
277194,1
347228,0
102588,1
273139,0
372091,1
63818,0
93627,1
20582,0
154087,1
202280,1
23684,0
374248,0
99842,0
63059,1
289860,1
385251,0
347474,1
406238,0
247164,1
272487,0
334224,1
284624,1
14282,0
285113,0
338185,1
117781,0
284265,0
302284,1
265677,1
120190,1
345459,0
101702,0
334491,0
201139,0
142438,1
352491,0
225822,1
345449,0
164003,1
403700,1
261078,0
55539,0
204538,0
184063,1
204124,0
103031,1
64142,1
53360,1
255857,1
40247,1
408457,0
329786,0
230178,0
68934,1
12786,1
261922,0
144158,1
223383,1
131432,0
89558,0
322607,0
104415,1
361745,0
42172,1
401576,0
18755,0
10519,1
244048,1
219863,1
195284,0
377960,0
398648,0
18194,0
301415,1
252660,0
298285,1
358626,0
190459,1
15924,0
259694,1
161942,1
328609,0
119492,0
44467,1
357609,0
397889,1
377350,0
54727,0
120773,0
168975,1
120991,0
184891,1
110030,0
290933,1
224864,0
228554,0
384605,0
304366,0
141110,1
317852,1
23153,0
160746,0
359340,1
319536,1
326543,1
310768,1
272951,1
68011,1
318488,1
296466,0
331707,0
21027,1
94265,1
158638,1
149064,0
365765,0
8725,1
330170,1
318462,1
141326,0
275496,0
201942,1
201746,0
243139,0
204829,1
372135,0
56109,1
216893,0
210956,1
280419,1
136860,1
320852,0
93229,0
95260,1
50664,1
157536,1
399437,1
93788,0
252727,0
62043,1
349322,0
278725,0
402224,1
309479,0
52978,1
166145,1
170334,1
286892,0
72258,0
256696,1
320460,0
113507,1
166935,1
359091,1
378044,0
116249,1
132240,1
290751,1
322107,1
279927,0
355011,0
3500,0
272280,0
132985,1
406361,0
16862,0
228383,0
130997,0
286174,1
307430,1
123955,1
204193,0
119838,0
337766,1
175860,0
251682,0
74759,0
98636,0
29159,1
225138,1
407400,0
305220,0
394598,1
81421,1
248893,0
408378,0
380139,0
270276,1
314059,0
169901,0
297352,0
124973,1
257173,0
265041,1
361618,1
306746,0
219607,1
346519,0
196777,1
105758,1
173060,1
182746,1
229024,0
32019,1
260586,0
102131,1
47215,0
66495,0
313564,0
248618,1
276302,0
68473,1
381611,0
391024,1
82839,0
129032,0
216106,1
98623,0
190003,1
158762,1
405348,1
257654,0
223152,1
124174,1
22616,0
117541,0
215732,1
33212,0
278999,1
111993,1
185666,0
60018,1
400831,0
148997,1
258440,1
225141,1
157007,0
151853,1
283867,1
399556,1
15406,0
404760,1
91607,1
341435,1
190243,0
346981,1
69817,1
389847,1
370671,1
167523,1
140228,0
258076,1
49992,1
304357,0
34148,1
91599,1
264954,1
389296,1
122363,1
186582,0
217384,0
71044,1
238175,0
365451,0
197054,1
198147,1
213245,0
3420,1
400191,1
309220,0
99101,1
142283,0
308451,1
157799,0
389302,0
29846,1
399830,1
386083,1
37224,1
360482,1
180282,1
194346,0
204143,0
204197,0
168985,1
84708,1
320590,0
162990,1
304007,1
174273,0
33954,0
109765,1
372758,1
95404,0
373551,1
213027,0
303137,0
184924,1
381053,1
182799,1
207237,1
24072,1
80584,0
211043,1
154003,1
329339,1
277886,0
306069,0
124737,1
364887,0
216534,0
382217,0
211619,1
85230,1
321061,1
170439,1
46487,1
375491,1
99454,0
19014,0
158426,1
57373,1
58919,1
370372,0
275296,1
396897,0
275910,0
108992,1
398603,0
362591,0
162973,1
229611,1
264323,0
63683,1
350611,0
4072,0
291882,0
228989,0
277076,1
402205,1
77385,1
251368,0
320567,0
217581,0
37084,0
44744,1
148572,0
55904,0
38421,1
183926,1
15354,0
147482,1
236554,0
117788,0
56992,0
304051,1
343962,1
356678,1
32739,0
153108,0
42580,1
177398,1
212462,1
127594,0
355733,0
72398,0
82006,1
359808,0
200967,0
174588,0
331192,0
267652,0
171790,1
109702,1
288553,0
216946,1
54162,0
81952,1
13433,1
180780,0
9377,0
330255,1
207398,1
129085,0
267816,0
380037,0
231996,1
293318,1
133798,0
42126,1
336453,1
276062,0
115367,1
333789,0
277290,0
213928,1
199579,0
287098,0
367674,0
250354,1
184068,1
81084,1
252917,0
14877,1
31706,0
5891,1
323118,1
104559,0
408765,0
125273,1
173428,1
245062,0
16070,0
208615,1
182013,1
179549,0
322203,1
107911,1
137184,1
326797,0
400417,1
73991,1
82057,1
405469,1
336132,0
15405,0
77304,1
318123,1
222226,0
45663,1
168558,0
132032,1
197013,1
390762,0
205954,0
54564,0
382693,1
57991,0
72802,0
394825,0
293367,1
208774,1
146904,1
321383,0
208174,1
211950,1
34882,0
99038,0
411739,0
146632,0
195491,1
290187,1
382605,1
155426,0
168277,0
287383,1
294984,0
283002,1
82991,1
208862,0
72621,1
136875,1
3814,1
107373,1
252345,1
172722,1
92146,1
235315,1
301122,1
257200,0
69046,0
350399,0
291321,0
196937,0
117155,1
411682,1
172940,1
261677,1
53031,0
186452,0
399109,1
103501,1
28665,0
191402,0
32725,0
374380,1
272758,1
73780,0
281128,1
382937,1
310803,0
404349,1
9768,1
188845,0
265016,1
17189,0
187331,1
405211,0
291912,0
143582,0
339884,0
264188,0
41435,0
137168,1
229935,1
296302,1
308351,0
158771,1
62194,1
285556,1
325243,1
247172,1
370827,0
258135,1
393249,0
270807,0
350153,1
30892,0
179525,0
241371,0
325617,1
96005,0
392684,0
303452,1
67095,1
188388,0
2652,1
258767,1
882,0
154458,0
149329,1
198694,0
28158,0
127441,1
303813,0
100937,0
347335,1
235238,1
398811,0
243155,0
18782,0
18247,1
151578,1
358584,1
147203,1
314996,1
354404,0
246315,1
406636,0
74376,0
2076,1
268477,0
357241,0
159414,0
67143,0
98378,0
237114,1
174339,1
9230,0
19741,1
300134,0
340983,1
29075,0
265251,0
104879,0
56662,1
87214,0
268139,1
107328,1
128496,1
289256,1
315990,0
212748,0
137005,0
213646,1
22460,0
390170,1
219081,0
297138,0
97192,1
434,1
241622,0
363901,0
298727,1
224001,1
198121,1
288246,0
347676,0
365688,0
98977,0
177943,1
343620,1
115358,1
110047,0
224048,1
102962,0
265986,1
376885,0
310132,1
227278,1
401340,0
35434,0
279695,1
314137,1
103321,1
370952,0
82979,1
330295,1
374848,0
280200,0
331382,0
311228,1
268421,0
11312,0
129209,0
315791,1
89400,0
160309,1
9236,0
386553,1
371657,1
167158,1
393127,1
227338,0
137522,0
278831,1
53550,1
17996,1
152196,1
370160,1
62339,0
242941,1
23165,0
272668,0
189318,1
307219,0
334317,1
323533,1
83966,0
299208,1
52809,1
269790,0
85749,1
310525,1
66978,1
76836,1
133593,0
164441,1
121928,0
129919,1
99537,0
51092,1
127506,0
331923,0
156745,0
96471,0
274003,1
98117,0
82961,1
70736,1
91619,1
180821,0
7106,1
282502,1
249094,1
32907,0
62714,0
360551,1
152162,1
116554,0
93403,1
319285,0
218666,0
321161,1
908,0
342653,1
286794,1
188246,1
291658,1
251554,0
151577,1
4211,1
259761,0
219494,1
234597,0
168027,1
365660,0
105402,0
248791,1
121759,0
25439,1
320551,0
145933,1
265196,0
14729,1
315417,1
11967,1
87378,0
384445,0
246484,1
33465,0
407443,0
188842,0
287094,0
96817,0
43905,1
280275,0
233156,1
306809,1
251491,0
248943,0
86971,1
288550,0
249741,1
248026,0
186047,1
144960,0
382853,1
49463,1
168766,0
118045,0
314975,1
305596,0
360914,0
336385,0
154766,0
184490,1
332458,1
290614,0
85397,0
322412,1
68606,0
172899,1
353572,1
291892,0
354179,1
393716,0
25117,0
60608,1
7710,0
359838,0
382472,1
338755,0
124693,1
1377,0
68821,0
156200,0
80645,1
8757,1
92854,1
45766,0
356832,1
262352,1
226637,0
271688,1
92958,0
264399,0
28913,0
85717,1
244978,1
123161,0
411427,1
247843,0
47765,1
236836,0
95955,0
320636,1
389663,0
371694,1
392493,0
29566,1
258446,1
216965,1
138859,0
40976,1
225431,0
22055,1
240205,1
335185,0
117901,0
147722,0
219536,1
185731,0
325513,0
298270,1
195887,1
69220,0
243475,1
299467,0
68624,0
254313,1
109839,1
365712,0
283664,1
198358,0
273177,0
249423,1
327006,1
241357,0
324993,0
143175,1
336355,0
205771,1
407010,1
73608,1
123113,0
335075,0
54059,0
337845,1
380901,0
38167,0
176404,0
220556,0
192992,0
130113,0
289024,0
205377,1
384020,0
29962,1
268784,0
161588,1
331441,0
176441,0
112210,0
199067,0
287987,0
255671,0
319925,0
309037,1
279849,0
240066,0
223432,1
65198,0
61091,1
186261,1
296735,0
166916,1
130821,0
81828,0
201506,1
407348,0
377243,1
367714,1
376979,1
149629,1
302472,0
303975,1
28585,0
136937,1
284060,0
282008,0
323601,1
53040,0
251821,0
79141,0
11568,0
112245,0
391876,1
25346,0
104076,1
92628,0
60544,0
270729,0
361867,1
36543,1
282591,1
398237,0
128740,0
294630,1
340617,1
9556,1
250712,0
39702,1
47205,0
361496,1
26272,1
211811,1
381080,1
25980,0
192623,0
295143,0
96351,1
79468,0
380874,0
332295,0
373086,1
280188,1
368300,0
256046,1
173261,1
223897,0
372380,1
259505,1
269761,0
8430,0
54153,0
314189,1
245601,0
189152,0
234655,1
195907,1
357146,1
84151,1
314388,1
128815,1
101661,1
175539,0
161047,0
128538,0
394001,0
152614,1
287578,1
319493,0
336285,1
229643,1
89081,0
342036,0
217997,1
61367,1
294532,0
158138,1
43583,0
252173,1
117840,0
271523,0
271771,1
281054,1
90249,0
228468,0
205545,0
178308,0
21349,0
95625,1
384142,1
395041,1
127747,1
230238,0
354290,0
242445,1
352589,1
256619,1
71717,1
403804,0
142186,1
104715,1
94349,1
245309,0
246236,1
193632,1
335893,1
97907,1
19786,1
247968,0
311899,1
392251,0
157533,1
123321,0
247003,1
68429,1
115058,1
117678,1
403795,1
107019,1
364275,0
64434,1
114929,0
201471,1
138698,1
352316,0
250588,1
16356,1
124045,0
140177,0
62138,1
61469,0
194068,0
196786,1
348918,0
27059,0
1783,0
266768,0
138061,1
32341,0
353013,1
153608,0
40051,0
292266,1
323586,1
328044,0
275455,0
213966,1
165060,1
212963,0
138518,0
161968,1
198261,1
176953,0
32832,1
282466,1
244765,0
14584,1
334994,1
377529,1
379621,1
252081,1
239283,0
206375,0
53399,1
305210,0
99491,0
377453,0
32612,1
182375,1
132850,0
144137,1
97052,0
120129,1
22319,1
2499,0
91442,0
284281,0
385110,1
332316,0
325215,1
272684,0
149295,0
159166,0
317997,1
355202,0
86290,1
50914,1
298833,0
161060,0
281093,1
87696,0
44458,1
45926,1
85830,1
84367,1
272911,1
276046,0
254964,1
160113,0
315919,0
315816,0
198096,1
289641,0
154189,1
241025,0
236822,0
327274,1
126876,1
49271,0
208320,0
211646,1
351957,0
399533,1
174493,0
197298,0
219987,0
190464,1
74661,1
55422,1
381432,0
97307,0
184171,0
1561,1
113404,0
79475,0
288978,1
145256,1
256396,0
223492,1
252557,0
176177,0
291158,1
226818,1
316828,1
36667,1
22730,0
409815,0
18635,1
42473,0
256469,0
78513,1
401111,0
407163,0
358858,0
405092,1
408718,0
136835,1
282645,1
287075,0
378043,0
12269,0
253641,1
306730,0
64218,0
123470,1
159932,0
183960,1
185123,0
319065,0
173996,1
48310,1
22073,1
320530,0
221950,0
404428,0
128257,1
72028,1
388290,0
331519,0
327890,0
402109,1
286594,1
355331,1
135665,0
382115,1
126789,0
333312,0
340230,0
239761,0
61941,0
285909,0
6319,0
160604,1
191519,1
201861,0
126336,0
206958,0
195334,0
108448,1
83623,1
192208,0
325339,1
233834,0
173672,0
19539,1
247140,1
154771,0
6428,1
145473,0
135828,0
34919,1
389107,1
2693,1
312787,0
406259,0
187941,0
39435,1
94515,1
58991,1
26471,0
360017,1
213387,0
318225,1
328453,1
2102,0
99442,0
185604,0
137115,1
245613,0
281491,0
116362,0
3757,0
29741,1
335484,1
359846,0
8739,1
391084,1
102914,0
113314,0
281320,0
263487,1
382986,1
166147,1
307822,0
402149,1
43792,1
70444,1
80444,1
263870,1
367054,1
211677,1
292185,0
39322,0
742,1
352676,0
307770,0
163121,0
156882,1
278264,1
168907,1
350164,1
355388,1
233994,0
117315,0
270223,1
92240,0
287314,1
306858,1
33369,1
158860,1
23352,1
122738,1
389660,0
199252,1
197818,0
44035,1
237249,0
22216,0
233510,1
302914,0
386515,1
137417,1
200500,1
329252,1
82473,1
51334,0
129281,0
26939,0
294725,1
308225,1
276843,1
329446,0
354469,0
265446,1
275428,0
49151,1
106942,1
272074,0
386970,0
42886,1
157823,1
280010,0
180768,0
172526,1
127409,1
381084,1
60350,1
204889,1
243471,1
334294,1
128799,0
232610,1
85900,0
292835,1
328957,0
361769,0
30040,0
100251,0
292510,1
166945,1
9876,0
227547,1
163195,0
392187,1
228070,1
335438,1
251975,1
225573,0
350940,0
66335,1
162480,1
87778,1
204083,1
366229,0
96368,1
205423,1
175634,1
319353,1
170180,1
21451,1
100196,1
82441,1
149859,1
331811,0
46469,1
102942,0
44785,1
297398,0
368656,0
196327,0
64347,1
339866,0
62764,0
160719,0
79321,1
196618,0
52533,1
256750,1
300269,0
104599,0
360451,1
42337,0
307781,0
155008,1
78103,1
2451,0
281045,1
178253,0
219126,1
118564,0
373003,1
88621,0
316062,1
349625,1
118642,1
348908,0
310922,0
125104,0
122640,1
129300,0
398754,1
83076,1
235400,1
325496,0
13381,1
235116,0
299997,0
118734,1
225833,1
56116,1
141453,0
246375,1
108673,1
135574,0
312144,1
81777,0
157657,1
121227,0
356095,1
185777,0
219705,0
166903,1
326253,0
48150,1
336109,0
311031,0
278792,0
287596,1
181160,0
290901,1
69279,0
355477,1
59504,0
307528,1
7472,1
38018,1
17701,1
67700,0
252513,0
146212,0
210029,1
56313,1
94502,1
138594,0
286860,0
359875,0
226411,0
310268,0
78686,0
240713,1
385167,1
315464,1
221103,1
52267,0
35031,0
196093,0
195687,1
375723,0
47369,1
31887,1
248134,0
338103,1
179122,1
77365,1
99763,0
226963,0
212445,1
65771,0
330241,1
22765,0
160847,1
243416,1
322201,1
34490,0
333275,1
300934,1
250251,0
309756,0
88183,0
198945,0
410253,0
74893,0
130158,0
298423,0
211359,1
331273,0
294892,0
106348,0
333191,1
230695,0
41068,0
308681,1
69910,1
105575,0
269535,1
381607,0
41004,0
99838,0
347325,1
107274,1
351302,1
396911,1
333921,0
329951,1
402001,0
410771,1
126873,1
135009,0
109854,1
399406,1
244402,0
115803,1
106904,1
292669,0
381906,1
374443,1
32707,0
242517,1
57477,1
385065,1
362775,0
226981,0
166886,1
24495,1
292656,0
166240,1
151318,0
212685,1
146763,1
91180,0
157829,1
24632,1
94724,1
398651,0
310321,1
307661,1
302857,0
6493,1
28657,0
259946,0
220385,1
277408,0
191101,1
1284,0
246,1
168271,0
108228,0
100800,1
286237,0
336030,0
302340,1
227864,0
20854,0
323633,1
334585,1
52396,0
292823,1
27684,0
393990,0
381554,1
59513,0
189683,0
278406,0
244689,1
168361,1
157810,1
137760,0
327637,1
96579,0
6766,0
336689,1
187575,0
243793,0
330315,0
187241,0
135904,0
233613,0
215746,1
134903,1
6640,1
26614,0
146923,1
295998,0
113379,0
203552,1
25057,0
374558,0
119610,0
29913,1
375334,0
377222,1
215256,0
58750,0
408425,0
324900,0
308292,1
321079,1
26887,1
109078,1
395834,1
151175,1
84661,0
149571,0
36280,0
331119,0
300629,0
277450,0
77781,1
216943,1
345720,0
316345,1
20821,0
249889,1
30190,1
14620,0
132025,1
85570,0
283219,1
176557,1
294626,1
176077,1
182349,1
260031,0
402,1
99263,1
158839,1
46112,1
235457,1
326050,1
53979,1
32419,1
159940,0
333357,0
89355,1
140899,0
384188,1
114303,1
398240,0
269429,1
310951,0
302527,1
351021,1
405662,0
200424,0
227991,0
339571,1
90403,0
248225,1
283236,1
102742,0
403725,1
326537,1
397024,0
5322,1
2792,1
183553,0
12835,0
177830,1
275508,0
373108,0
394701,1
21398,0
394940,1
358085,0
78117,1
330574,1
265619,1
131871,1
349507,1
149417,1
163968,0
179367,0
50495,0
342561,0
357601,0
227737,1
321611,0
385666,0
257681,0
307850,0
170261,1
316298,1
31967,1
329784,0
125939,0
370881,0
117040,0
280648,1
300649,0
283319,1
64339,1
104357,0
88762,1
205236,0
180930,0
108786,0
192788,1
44192,1
24254,0
37972,1
281638,0
188120,1
42011,0
181687,0
142444,1
115306,1
168090,1
360923,0
76452,0
376875,0
366431,1
174440,0
28497,1
212148,0
359006,1
411870,1
374694,0
124518,1
219162,1
411564,1
91858,1
9456,1
349862,1
215769,1
11907,1
365711,0
220550,0
2071,1
271935,1
281989,0
366299,0
343708,1
90246,0
196716,1
174675,1
212196,0
136598,0
293078,1
132144,1
351832,0
346073,0
76694,0
230066,0
51696,1
341852,1
159636,0
233096,0
368816,0
375750,0
113021,1
372290,1
276392,0
29479,1
177663,0
176958,0
36114,0
200194,1
272493,0
20179,1
217823,0
140617,1
241330,0
55292,1
133577,0
265035,1
370192,1
343636,1
211509,1
20462,0
157691,1
96569,0
67435,1
174574,0
187199,0
348724,0
245233,1
302060,1
395586,1
26212,1
372496,1
154088,1
316987,0
78089,1
93355,0
213967,1
223331,1
70155,1
268510,0
405527,0
250488,1
198924,0
21889,1
29395,0
88880,1
210846,0
360386,1
328968,0
44589,0
360295,1
182061,1
247325,0
325593,0
207063,0
179142,1
301662,0
184895,1
106624,0
200975,0
283506,0
366754,0
8226,1
360650,1
355362,1
78758,0
10314,1
213862,1
402407,1
139358,1
222972,0
376649,1
95780,1
373006,1
240143,0
156950,0
382701,0
72895,0
165704,0
185620,0
107120,0
164894,1
369135,1
197781,0
265137,0
273307,0
44527,0
315943,0
285481,1
322964,1
370211,0
110306,1
391508,1
297033,0
249526,1
240106,0
151734,1
292559,1
215892,0
89330,1
81190,0
133502,0
52899,1
148522,0
92132,1
217006,0
371661,1
202655,0
224333,1
192108,1
69807,1
31210,1
386346,0
148579,0
234516,0
202783,1
354210,0
58049,1
383348,0
294409,0
69993,1
306817,1
121572,1
262364,1
251902,1
276107,1
103079,1
171788,1
135037,0
363410,1
17233,1
188972,1
362118,0
104862,0
29277,0
43100,0
338587,1
153765,1
287965,0
326665,1
238521,0
68542,1
326990,0
192064,1
62259,0
291613,1
135415,0
307404,1
130523,1
178007,1
371069,0
215255,0
97914,1
39328,0
340938,1
411173,0
362278,1
276831,1
374193,1
42170,1
138334,0
65573,0
244575,0
293493,1
122582,0
141234,1
41368,1
50581,0
187752,1
403866,0
47210,0
381551,1
408970,0
282273,0
113214,1
187945,0
319169,0
391450,1
243563,0
277750,1
68238,0
211490,0
147250,1
15781,0
205591,0
321821,0
97986,1
186945,0
358661,0
315798,1
406186,0
137083,0
226666,0
244300,0
388199,1
219157,1
39456,1
64156,1
162849,0
346078,0
256681,1
7778,0
368513,0
90053,1
40138,1
373777,0
363014,1
269635,0
133294,0
196256,1
70921,1
157250,1
362794,0
214549,0
211839,1
319343,1
408916,0
258854,1
41359,1
227436,0
114157,1
156810,1
325380,1
320439,0
331914,0
222270,0
235792,1
43573,0
242171,1
40833,0
35964,1
373166,0
66841,1
133374,0
254138,1
191383,1
6734,0
119074,1
223044,0
167771,0
354229,0
331789,0
98656,0
97801,0
410905,0
25598,0
251173,1
349114,1
302649,0
290555,1
386569,1
392159,1
3186,0
98675,0
9831,0
281813,1
100782,0
99533,0
226152,0
124598,1
54632,1
111080,0
135937,0
79360,1
110966,0
20029,0
34445,0
159552,1
90131,1
32280,0
34042,1
392616,0
275037,0
128362,1
384938,1
19009,0
329734,0
164594,1
342117,1
181567,0
220128,0
92107,1
315408,1
122732,1
93411,1
404742,1
218602,0
63390,1
111889,1
234871,1
130553,1
144428,0
228004,1
162532,0
167759,0
302420,0
261572,0
393602,0
70949,1
34170,1
389652,0
93426,1
377705,1
112346,1
79795,1
149763,0
109611,1
242633,1
42848,1
35821,1
394010,0
55710,1
350017,0
131219,1
384259,0
66564,1
75059,1
2149,0
48893,0
219095,0
302415,0
262808,0
278882,1
257297,0
168514,0
69862,1
254393,1
321090,1
282720,0
67917,0
73552,1
399915,0
220297,0
214360,0
123341,0
392137,1
205346,1
244530,0
173369,0
27681,0
262593,0
94812,1
359386,1
381744,1
179929,1
363492,1
242179,1
100136,1
336428,1
336369,0
161322,0
133362,0
307428,1
123109,0
113679,0
272605,0
141065,1
29121,1
388752,1
359188,1
244896,0
309421,0
231313,1
379591,0
353258,1
115275,1
52007,0
112542,0
175100,1
58032,1
211804,1
256228,1
113354,0
158675,1
388644,0
218514,0
331823,0
119445,0
248553,0
254031,1
170052,0
274680,1
355342,1
10262,0
67159,0
144108,1
265183,0
374166,1
201794,0
80008,1
24554,1
398891,0
79421,0
373671,0
47042,1
145740,0
60568,0
237771,0
364814,0
214417,0
35485,0
361586,0
230650,0
354507,0
125241,1
213930,1
287525,1
342365,0
373857,0
84122,1
199343,1
229188,0
85864,1
36150,0
101880,1
186028,1
227870,0
67879,1
394140,1
106319,0
66631,1
396769,1
161889,0
1480,0
258971,0
322714,1
3544,0
146335,1
161302,0
201422,1
120296,0
120722,0
75937,0
69463,0
67693,0
225890,1
142797,0
167136,1
411253,1
289560,0
355783,0
255161,1
72968,0
146006,1
408182,1
258409,1
188084,1
72598,0
259219,0
196798,1
134517,1
195265,0
25319,0
360402,1
135167,1
202487,1
311851,1
266863,0
189506,1
188034,1
377873,0
69869,1
294649,1
198252,1
193923,0
370875,0
74219,0
264866,0
203101,0
304233,1
405204,0
348272,1
61038,1
294605,1
292145,0
276128,1
25150,0
206490,0
358335,1
269981,0
221074,0
381360,1
108361,1
334289,1
202364,1
227002,1
180828,0
324979,0
381163,1
256546,1
306575,0
127010,0
360647,1
149389,1
69816,1
313286,1
22522,0
57758,0
100552,0
1853,1
66868,1
63419,0
298925,0
158619,1
171594,1
377995,0
389080,1
358570,1
191051,1
212208,1
80944,0
333464,1
122994,1
400811,0
176357,1
201208,0
279565,0
321182,1
120602,0
175008,0
145728,0
305374,1
256093,1
242676,1
201338,1
115781,1
35752,0
255837,1
278952,1
38325,0
332582,0
136713,1
157890,1
41570,0
131318,0
276079,0
399034,0
99889,0
160957,1
25926,0
141422,0
401587,0
13174,1
222122,1
259699,1
287100,1
20759,1
63904,0
348078,1
369602,1
145362,1
248895,0
308035,1
158007,1
129265,0
212004,1
385241,0
192457,1
263316,1
178164,1
202762,1
408493,0
403281,0
397788,1
170305,1
373922,0
193008,1
261721,1
63642,1
360899,1
130943,0
371588,0
10867,0
222187,1
112095,1
145363,1
218287,1
185638,0
368649,0
246903,0
242355,1
38242,0
73307,1
314868,0
236791,0
240037,0
185319,0
88409,0
340035,1
239952,0
328980,0
265889,1
208833,0
233671,0
336786,1
353950,0
12594,0
371756,0
6688,1
162510,0
137592,0
236788,0
154434,0
301061,0
302868,0
175869,0
241512,1
338566,1
366996,0
193104,1
138590,0
162774,1
410152,1
243035,0
120663,0
278737,0
299629,0
270263,1
275769,0
308564,0
361348,1
247124,1
144440,0
233219,1
371845,0
270312,0
240304,0
49604,0
265923,1
27696,0
212628,1
32894,1
104561,0
89923,1
133083,0
119068,1
279404,1
188943,1
394867,0
86050,1
270455,1
240808,0
88570,0
173906,1
148683,0
209224,0
348035,1
196520,1
145127,1
101666,1
234955,0
205874,1
150857,0
76675,0
340299,0
140434,0
363083,1
77104,1
38930,1
200393,0
237630,1
76120,1
316571,0
333620,0
185729,0
239888,1
83384,1
26034,0
23114,0
220146,0
373976,0
24458,1
280277,0
122944,1
145461,0
171726,1
236991,1
122165,0
37150,1
185112,0
252624,0
187002,1
202378,1
284798,1
327983,1
298712,1
318355,0
59184,1
72104,0
322481,1
402443,1
322052,1
296388,1
34080,1
358632,0
74271,0
283332,1
390642,0
298471,0
390224,1
290342,1
57980,0
409666,1
351434,1
226902,0
67030,1
3235,1
296385,1
105055,1
250704,0
332510,0
366911,0
372486,1
79697,0
121838,1
46361,1
58221,0
250703,0
290681,0
69868,1
219449,1
37438,0
328512,0
251373,0
369309,1
253947,0
326099,1
391334,1
309077,1
377573,1
44277,0
263597,1
379005,1
123102,0
305221,0
368896,0
402397,1
35689,1
163861,0
387009,1
267897,0
322352,0
350729,1
332901,0
75343,0
111930,1
380432,0
276331,0
166762,0
207828,0
318211,1
220937,1
304878,1
109588,1
350067,0
368357,0
4244,1
351670,0
400096,1
114071,0
320995,1
37128,1
7582,1
97623,0
108080,1
123975,1
373422,1
393904,0
178971,0
138359,0
38486,1
247886,0
236230,0
30112,1
315844,0
347899,0
284497,0
63048,1
199824,1
405070,1
240424,1
356829,1
388639,0
141647,0
257582,0
391209,0
189110,0
18488,0
240949,0
334960,1
26127,0
269499,1
360838,1
367512,1
346113,0
263674,1
402209,1
24222,0
332157,0
257224,0
283261,1
137339,1
263211,0
92848,1
368917,0
330741,1
323776,1
249381,1
402678,1
275154,1
329814,1
308540,0
250132,0
165426,0
296650,0
80407,1
107421,0
